Station,Chip,Channel,Amplitude,T_point,Width,erf_t_point,std_erf_t_point
11,041,1,1000.037945,219.388351,1.948332,219.3883509878302,0.006091031972829151
11,041,2,999.643907,173.480294,1.737458,173.48029408358764,0.005415833535065479
11,041,3,1000.668003,123.400991,1.610791,123.40099122068767,0.0013969357495556703
11,041,4,1000.012463,175.340063,1.843533,175.3400627572664,0.0037872324843686222
11,041,5,1000.682789,197.555971,1.76544,197.5559707237172,0.0012231461924835283
11,041,6,1000.150853,141.933088,1.845539,141.93308756615758,0.002526505016925944
11,041,7,1000.673273,204.68643,2.309073,204.6864296420408,0.007763993315921639
11,042,0,999.651855,239.485579,1.819618,239.4855792796029,0.0052653083605479585
11,042,1,1000.710076,153.224443,1.911565,153.2244427954694,0.0035416536971563076
11,042,2,1000.672415,220.236345,1.80994,220.23634543145397,0.00321409279033719
11,042,3,1000.570179,191.733888,2.045487,191.7338884645829,0.0015117928384032221
11,042,4,1000.458924,208.372967,2.002239,208.37296696236928,0.008469981167098907
11,042,5,1001.995476,190.079899,1.91077,190.07989912453613,0.005218164715427436
11,042,6,1000.212556,190.30974,2.009102,190.30974022163164,0.01149777717891888
11,042,7,999.495051,162.033951,2.501032,162.0339507151696,0.008578862549431155
11,043,0,1000.058147,208.95368,1.994998,208.9536801112395,0.007877910198224128
11,043,1,1001.039299,184.766199,1.723104,184.76619925209098,0.011133457769584248
11,043,2,999.709434,204.907505,1.68039,204.90750541065023,0.0052558014471614165
11,043,3,1000.392204,208.833325,1.767256,208.83332485236835,0.006181908142825178
11,043,4,999.776434,216.961775,1.773469,216.96177455462947,0.004580734067439637
11,043,5,1000.341476,236.5566,1.693301,236.55660024719467,0.0026445729437124797
11,043,6,1001.056439,185.768238,2.123798,185.76823809602126,0.00033878161781097563
11,043,7,999.89028,164.731919,2.204306,164.73191891242004,0.005349355219514704
11,044,0,1001.433948,121.153571,2.012279,121.15357052349844,0.0017131700584970251
11,044,1,1001.0,161.103437,1.200091,161.09957425833355,33.32678789119807
11,044,2,1000.678318,164.749468,1.631476,164.7494676505984,0.0037772623118078716
11,044,3,1000.164602,155.379664,1.586822,155.37966388619785,0.003558415572058144
11,044,4,1000.010808,173.73964,1.752165,173.73963976273214,0.003706140704447334
11,044,5,1000.675959,182.484228,1.739077,182.4842279365735,0.0013939258924683961
11,044,6,1000.348542,143.740324,1.658114,143.74032435511398,0.002929916675610976
11,044,7,1001.115377,212.824161,2.081578,212.82416089654464,0.010034318831491298
11,045,0,1000.505771,218.037958,1.83838,218.03795824187011,0.00233732847086963
11,045,1,999.19723,222.977585,1.848901,222.9775845672115,0.007119277384291524
11,045,2,1000.699567,191.519365,1.868747,191.51936535140632,0.0011328119301235427
11,045,3,1000.670196,126.774676,1.512914,126.77467594216093,0.0021548467095456806
11,045,4,1000.681395,166.239598,1.86728,166.2395977317838,0.001479195783263407
11,045,5,1000.723337,162.270038,1.923558,162.2700375504924,0.0036322921887647127
11,045,6,1000.755394,199.615555,1.94901,199.61555450007796,0.0015714831028048114
11,045,7,998.625054,200.491719,2.000676,200.49171914924895,0.010119712134170563
11,046,0,1000.324125,153.400231,1.831755,153.40023140061126,0.01009873326665482
11,046,1,1000.324961,178.194613,1.806562,178.19461333407068,0.0027541909486156813
11,046,2,1000.676949,177.44421,1.749534,177.4442096549734,0.0032925824681356236
11,046,3,1001.457022,187.851389,1.990535,187.85138944998522,0.006669536833326417
11,046,4,1001.060013,242.920213,1.872775,242.92021311997763,0.011332859682237927
11,046,5,1000.311547,133.872256,1.761317,133.87225586081175,0.0024066640031340375
11,046,6,998.885977,239.518659,1.68015,239.5186593122021,0.008687377988276478
11,046,7,999.998601,211.770297,2.267126,211.77029736108778,0.0043595141188488545
11,047,0,999.359886,167.682129,1.840678,167.68212887558062,0.006188374958985479
11,047,1,1000.611369,200.33727,1.83046,200.33727018737875,0.0019499720099395745
11,047,2,1000.682171,180.623731,1.726428,180.62373083974165,0.0017805655959860606
11,047,3,1001.335451,203.103486,1.806711,203.10348566575283,0.0008576724700060477
11,047,4,1000.34076,242.220379,1.836915,242.2203787144626,0.0063393526627868475
11,047,5,1000.667873,197.039275,1.753396,197.03927522796423,0.004542955659023055
11,047,6,1000.401577,209.975113,1.833911,209.9751133386543,0.0031373043065251673
11,047,7,999.701638,230.666743,2.288906,230.6667428396216,0.009956077195324884
11,048,0,1000.376328,231.535011,1.888185,231.53501142886108,0.004880150974036283
11,048,1,999.972114,195.479933,1.822447,195.479932709591,0.003847508912096986
11,048,2,999.634069,223.412819,1.739656,223.41281937843323,0.005294880242185259
11,048,3,1000.667877,186.174655,1.695599,186.17465511385907,0.004215372349102568
11,048,4,1000.644349,232.872635,1.92521,232.87263503399467,0.0012750317937123533
11,048,5,1000.662724,206.694995,1.693246,206.69499538667418,0.0018935167051863512
11,048,6,1001.039082,196.367436,1.986039,196.3674361242147,0.0007328606632609739
11,048,7,999.443914,254.91782,2.164641,254.91781965886315,0.011178011160184489
